density,total_population,cancer,binge,csmoking,lpa,sleep,cancer_risk
33.8,81237,6.6,15.0,18.6,21.9,32.7,6.5-7
4.8,11025,6.6,16.2,17.2,21.8,33.2,6.5-7
70.2,67320,6.6,17.0,18.5,23.9,34.6,6.5-7
8.0,42267,6.4,15.3,19.6,24.4,34.4,6-6.5
24.3,22618,6.6,16.2,17.9,23.3,33.8,6.5-7
9.9,13832,6.8,16.8,18.4,21.6,34.5,6.5-7
544.2,908629,6.5,17.4,16.7,20.2,36.1,6.5-7
102.1,17750,6.7,17.3,12.1,15.7,29.1,6.5-7
75.1,129990,6.4,16.2,16.1,20.3,32.7,6-6.5
7.3,12148,6.6,17.2,17.1,21.9,34.2,6.5-7
395.6,825706,6.3,15.5,13.8,19.2,33.9,6-6.5
298.4,526261,6.8,15.8,16.1,20.1,32.2,6.5-7
18.6,46019,6.8,15.9,18.7,21.9,35.9,6.5-7
405.4,292672,6.6,15.8,13.8,17.8,31.4,6.5-7
17.2,4537,6.8,16.8,17.1,21.5,33.6,6.5-7
48.1,61044,6.4,16.1,14.4,22.1,32.8,6-6.5
109.6,230843,6.7,16.9,15.5,19.1,29.2,6.5-7
23.3,50295,6.7,16.7,14.4,20.3,29.5,6.5-7
58.5,251228,5.9,13.1,16.4,28.6,33.7,5.5-6
48.3,16467,6.8,13.3,25.4,33.1,45.1,6.5-7
373.4,119919,6.6,15.2,22.4,30.1,41.7,6.5-7
42.6,21373,6.8,14.0,28.1,37.2,47.6,6.5-7
27.3,13960,6.8,13.3,26.9,35.8,41.2,6.5-7
246.5,21990,6.8,14.8,23.7,30.6,42.1,6.5-7
326.8,91844,6.6,15.0,23.7,29.8,42.7,6.5-7
25.5,7115,6.7,13.5,28.6,36.5,44.0,6.5-7
24.9,8500,6.8,13.3,30.0,36.5,43.7,6.5-7
26.3,8400,6.7,14.7,25.6,31.6,42.7,6.5-7
64.0,42371,6.7,13.9,28.0,36.8,45.6,6.5-7
23.2,7855,6.6,14.6,24.2,32.7,44.8,6.5-7
24.3,11594,6.7,14.6,25.9,33.6,43.2,6.5-7
34.0,34680,6.8,13.6,24.7,31.3,44.9,6.5-7
36.3,23220,6.8,14.7,26.0,33.3,42.2,6.5-7
349.0,28829,6.7,14.5,24.8,31.4,43.1,6.5-7
23.7,13774,6.6,14.0,24.2,33.6,44.5,6.5-7
161.8,67306,6.8,14.2,23.6,31.6,42.0,6.5-7
61.6,28601,6.8,14.6,24.3,29.9,43.3,6.5-7
273.4,57323,6.7,14.8,19.5,25.4,38.6,6.5-7
197.1,177729,6.7,14.8,24.1,30.2,41.2,6.5-7
41.4,15924,6.8,14.6,27.0,33.4,43.4,6.5-7
46.7,20394,6.9,13.7,27.8,36.1,45.5,6.5-7
70.3,31917,6.8,13.3,28.7,38.8,46.4,6.5-7
32.9,17537,6.7,12.1,33.7,43.6,47.4,6.5-7
181.8,56135,6.9,13.3,24.7,34.6,42.0,6.5-7
99.8,30477,6.8,14.5,23.5,31.2,43.2,6.5-7
61.6,26539,6.8,14.7,25.4,35.2,43.4,6.5-7
140.2,58727,6.8,13.4,26.5,33.3,44.4,6.5-7
82.0,26892,6.8,15.4,23.0,32.9,41.9,6.5-7
55.1,23322,6.8,13.1,29.5,38.1,48.7,6.5-7
293.9,105812,6.7,16.8,20.3,26.2,40.6,6.5-7
28.1,13284,6.8,15.2,25.6,32.2,40.3,6.5-7
78.3,17940,6.8,15.0,24.0,29.8,40.8,6.5-7
37.8,24464,6.7,13.5,26.3,31.2,42.9,6.5-7
391.1,41383,6.9,16.2,21.8,28.5,39.7,6.5-7
10.0,6990,6.7,14.3,25.5,32.7,43.0,6.5-7
57.6,7496,6.7,15.3,25.4,31.8,44.4,6.5-7
8.8,8240,6.7,14.3,26.7,33.5,42.7,6.5-7
51.7,33544,6.8,15.0,24.8,31.5,42.8,6.5-7
163.7,56576,6.9,14.5,20.7,27.2,40.3,6.5-7
121.1,73307,6.8,13.5,25.0,34.6,45.4,6.5-7
27.6,28727,6.7,14.4,26.3,33.4,43.7,6.5-7
21.1,9531,6.8,14.8,26.3,34.1,43.7,6.5-7
28.3,13689,6.9,13.6,27.2,34.7,45.1,6.5-7
35.0,12613,6.8,13.1,25.7,35.5,46.1,6.5-7
96.8,16719,6.7,15.0,25.6,33.0,41.6,6.5-7
16.3,6835,6.8,15.1,23.2,29.9,43.1,6.5-7
33.5,8583,6.8,14.7,25.3,33.0,42.5,6.5-7
68.2,24199,6.8,13.8,25.7,34.1,41.7,6.5-7
77.8,39385,6.9,13.6,28.4,34.6,46.7,6.5-7
14.6,8108,7.0,13.2,28.9,36.7,43.8,7+
42.0,15056,6.8,14.6,27.2,32.8,42.2,6.5-7
25.1,5847,6.8,13.9,27.8,34.4,45.1,6.5-7
228.0,83510,6.8,14.6,23.0,30.8,40.8,6.5-7
40.7,20323,6.8,13.0,29.7,38.4,44.3,6.5-7
31.4,20295,6.5,23.7,20.4,27.5,34.6,6.5-7
14.9,15570,6.7,22.8,21.2,25.7,33.9,6.5-7
52.6,45356,6.6,22.4,18.1,25.2,34.1,6.5-7
10.2,15102,6.7,23.9,17.8,22.7,32.1,6.5-7
500.7,265223,6.5,23.2,15.4,21.7,32.7,6.5-7
19.4,13029,6.6,24.4,19.1,24.9,33.4,6.5-7
18.8,15479,6.7,24.1,19.1,24.3,33.0,6.5-7
157.7,50171,6.6,24.8,15.5,21.9,31.2,6.5-7
64.3,64853,6.6,24.7,17.6,24.4,33.1,6.5-7
28.8,34805,6.6,22.4,21.0,28.9,32.8,6.5-7
75.3,57659,6.7,25.1,17.6,23.0,32.6,6.5-7
28.3,16160,6.6,23.9,19.4,24.8,33.6,6.5-7
458.1,548462,6.5,21.5,12.3,18.7,30.7,6.5-7
100.6,88047,6.6,25.1,18.1,24.7,33.3,6.5-7
57.7,27789,6.6,24.7,15.5,21.4,31.9,6.5-7
33.1,43204,6.7,23.6,18.2,24.7,32.1,6.5-7
53.5,45521,6.7,23.3,18.0,23.5,32.6,6.5-7
164.3,104836,6.7,23.7,16.7,22.5,34.1,6.5-7
8.8,4319,6.7,24.4,18.8,23.8,33.1,6.5-7
144.1,103698,6.6,23.7,17.1,25.0,31.8,6.5-7
8.9,9011,6.7,23.3,22.1,26.7,34.5,6.5-7
44.9,51522,6.7,24.3,18.8,24.6,33.4,6.5-7
63.4,37039,6.7,24.0,17.1,22.7,33.3,6.5-7
54.4,19009,6.6,23.0,18.9,24.9,32.3,6.5-7
31.1,23734,6.7,25.0,17.0,21.9,32.0,6.5-7
7.5,5709,6.7,23.8,19.3,24.7,33.7,6.5-7
20.9,20678,6.6,23.5,20.8,27.4,33.8,6.5-7
152.5,84882,6.7,24.1,17.1,23.7,32.3,6.5-7
34.9,26786,6.6,23.6,20.7,29.3,33.7,6.5-7
625.0,170000,6.5,22.5,17.4,24.4,35.6,6.5-7
59.7,20462,6.7,24.6,17.9,23.1,32.3,6.5-7
261.8,118274,6.6,24.0,16.7,21.9,29.6,6.5-7
26.3,16671,6.6,23.5,19.1,24.9,33.1,6.5-7
22.1,19245,6.7,23.4,20.4,26.8,33.7,6.5-7
31.4,27628,6.6,24.5,18.7,25.1,35.1,6.5-7
134.3,79127,6.6,24.6,18.4,26.6,33.1,6.5-7
87.9,135735,6.7,23.4,17.4,24.1,34.4,6.5-7
28.9,40466,6.6,23.2,20.4,25.5,33.9,6.5-7
34.4,15654,6.6,22.8,19.7,26.0,34.2,6.5-7
12.8,4573,6.7,19.6,30.1,32.1,40.7,6.5-7
3911.5,944245,6.0,21.6,18.3,26.3,36.1,6-6.5
51.5,46373,6.6,22.9,18.5,26.1,33.4,6.5-7
38.2,38100,6.7,24.3,18.9,24.5,33.2,6.5-7
32.1,35754,6.6,23.7,16.7,22.8,30.6,6.5-7
295.5,188401,6.6,24.3,15.1,21.4,32.9,6.5-7
384.1,89524,6.6,25.8,13.1,18.3,30.2,6.5-7
31.5,7309,6.7,24.2,18.7,24.4,32.2,6.5-7
74.8,42935,6.7,24.0,16.4,21.6,30.7,6.5-7
48.1,43940,6.7,24.1,18.1,23.3,32.0,6.5-7
88.4,70776,6.6,24.0,16.6,23.0,32.2,6.5-7
10.7,13389,6.6,23.3,20.3,25.8,33.6,6.5-7
591.3,196612,6.3,23.4,17.1,24.5,34.2,6-6.5
29.4,17240,6.6,22.9,19.5,27.3,33.5,6.5-7
228.1,163774,6.5,22.7,17.5,25.6,31.7,6.5-7
15.6,14222,6.6,22.9,20.6,27.3,34.4,6.5-7
126.1,91057,6.6,25.6,14.7,20.0,31.8,6.5-7
77.8,64622,6.6,24.3,17.4,23.3,34.8,6.5-7
13.2,16615,6.7,23.6,20.5,26.4,34.9,6.5-7
45.9,40974,6.7,23.7,20.8,24.7,33.5,6.5-7
226.2,115651,6.5,22.4,15.9,24.2,34.2,6.5-7
20.9,20373,6.6,23.2,20.0,25.5,35.0,6.5-7
40.5,29655,6.6,24.3,17.8,24.9,33.5,6.5-7
39.0,30885,6.6,23.3,19.4,26.4,31.7,6.5-7
26.1,22335,6.7,24.2,18.3,24.3,31.6,6.5-7
187.9,104293,6.4,23.5,16.7,22.6,32.6,6-6.5
19.8,15790,6.7,23.4,18.6,23.6,32.6,6.5-7
316.9,136505,6.6,26.1,14.7,19.9,30.6,6.5-7
737.7,405395,6.6,24.9,13.2,19.2,28.0,6.5-7
68.3,51100,6.7,23.9,17.8,25.0,33.6,6.5-7
39.2,24553,6.5,23.4,20.0,26.7,34.5,6.5-7
396.7,172363,6.6,23.5,17.9,23.4,33.1,6.5-7
92.1,73064,6.6,24.7,17.5,25.0,32.4,6.5-7
9.1,38807,6.4,17.7,14.9,22.8,34.6,6-6.5
3.8,11811,6.6,16.7,18.1,27.5,35.3,6.5-7
9.6,46121,6.4,17.3,19.6,26.6,35.6,6-6.5
1.9,14741,6.2,17.0,18.3,27.6,36.7,6-6.5
3.2,13816,6.5,18.9,18.7,28.4,34.0,6.5-7
2.7,7602,6.6,18.3,17.5,27.4,33.8,6.5-7
4.3,39197,6.6,17.9,19.8,26.5,32.7,6.5-7
5.9,13231,6.5,18.2,17.2,26.6,33.3,6.5-7
2.2,4392,6.6,17.1,19.7,27.1,34.2,6.5-7
2.0,8468,6.6,19.0,16.7,24.7,31.4,6.5-7
37.2,99801,6.3,16.7,16.7,25.7,35.3,6-6.5
4.9,19914,6.6,18.2,17.2,25.4,32.5,6.5-7
14.9,79808,6.6,17.8,19.3,26.0,33.7,6.5-7
0.9,2344,6.7,16.2,22.8,32.2,36.2,6.5-7
4.2,29348,6.6,19.3,15.4,22.4,32.0,6.5-7
4.0,8409,6.6,18.1,19.8,28.1,32.8,6.5-7
12.1,30632,6.6,17.4,16.8,22.6,32.9,6.5-7
2.0,9845,6.5,18.4,17.2,23.4,33.0,6.5-7
4.0,42226,6.3,16.9,17.0,25.2,35.4,6-6.5
5.9,23376,6.4,17.5,11.3,18.5,27.1,6-6.5
9.7,20194,6.3,17.1,18.8,27.8,35.9,6-6.5
3.5,7793,6.3,18.0,17.6,25.9,32.4,6-6.5
2.9,6916,6.5,18.5,19.2,26.5,34.5,6.5-7
