CountyFIPS,ACCESS,CHECKUP,DENTAL,BPMED,CHOLSCREEN,MAMMOUSE,CERVICAL,COLON_SCREEN,COREM,COREW
19181,9.5,76.7,71.2,56.2,83.9,74.7,85.7,66.0,31.3,28.7
19127,17.3,76.9,62.8,58.1,82.9,73.9,83.9,63.8,26.9,24.5
48281,26.0,72.3,58.3,56.6,83.4,69.2,82.8,59.9,18.9,18.7
29145,18.4,73.0,54.4,59.1,82.0,65.7,83.4,61.3,25.0,25.2
45033,25.0,79.3,47.8,64.3,81.7,73.0,82.6,62.3,21.9,20.5
51013,10.1,76.9,80.5,57.3,89.4,79.4,89.0,67.5,31.0,32.7
13099,28.4,78.0,51.3,64.4,85.5,75.3,83.6,58.4,18.5,19.7
51001,19.3,78.1,59.9,62.1,85.3,74.0,85.1,60.8,25.1,25.9
56037,21.1,66.2,64.5,52.3,82.7,63.7,83.7,56.3,26.3,20.9
55037,11.8,73.3,67.5,53.5,79.2,71.9,84.3,67.7,22.1,19.5
4003,22.8,72.1,57.3,52.2,82.8,60.3,83.0,54.8,18.8,15.7
12019,22.4,73.2,59.6,55.1,85.8,71.7,83.6,65.3,22.3,21.2
23003,17.5,75.8,56.1,53.4,83.4,76.7,85.4,66.6,18.1,18.9
51107,11.9,79.4,77.2,56.9,89.8,74.9,87.3,63.4,29.9,29.6
37123,24.6,76.4,59.1,58.1,84.7,73.8,84.4,63.2,27.2,26.1
36121,13.0,78.0,62.8,56.8,85.6,74.5,86.4,63.5,20.9,20.6
26131,13.2,75.9,64.9,55.7,85.9,71.4,84.9,66.2,24.5,22.6
17141,16.9,73.1,65.2,54.6,84.3,70.5,84.1,63.2,27.5,22.3
31067,16.7,69.2,61.8,59.4,80.9,67.4,84.2,59.8,19.8,23.4
28113,24.2,77.8,46.0,68.3,84.7,62.4,84.0,57.9,21.6,16.9
39051,13.9,76.2,66.4,56.7,83.0,74.6,85.6,63.9,24.8,25.3
35045,15.1,68.0,58.1,52.6,80.4,61.2,78.7,53.1,17.5,17.0
30053,15.8,68.4,60.6,53.7,79.0,65.4,82.5,59.4,23.2,23.0
16065,20.0,68.0,64.2,53.7,79.7,60.8,80.1,56.8,21.7,20.4
40139,32.6,73.8,54.3,58.9,82.5,68.8,82.1,52.2,24.6,23.9
48173,34.1,70.7,54.7,57.4,81.9,69.2,82.2,57.5,17.3,17.9
13275,24.3,77.9,56.8,61.9,86.1,76.9,84.6,61.9,21.4,22.9
19083,11.4,76.4,70.3,57.5,83.0,74.4,84.5,65.5,25.3,25.9
20003,16.9,71.4,60.1,57.0,81.1,69.5,83.2,59.5,24.9,24.9
40097,19.4,75.1,51.6,59.3,82.2,70.2,80.9,55.0,24.5,24.8
22093,16.5,80.9,52.7,63.5,86.9,75.2,86.3,62.5,17.7,17.8
13151,22.2,79.2,62.9,62.0,88.1,79.9,87.3,65.3,24.6,26.4
36017,12.8,76.9,59.8,57.8,84.8,73.9,83.8,65.2,20.0,17.9
40101,20.7,75.7,56.0,59.7,82.8,69.1,82.3,55.8,23.3,25.1
13217,24.8,78.6,55.3,61.7,87.1,78.5,85.9,62.4,20.9,22.0
24037,11.4,76.5,68.4,60.4,87.7,71.9,85.3,66.3,27.2,23.8
31005,17.0,68.7,66.2,59.5,80.6,69.2,84.3,61.5,24.1,23.0
21173,12.1,80.2,51.1,61.3,88.1,72.4,83.4,61.9,27.2,25.5
21069,12.6,79.7,55.6,61.8,87.7,67.7,82.0,62.0,27.5,22.6
45023,21.3,79.8,54.7,61.5,82.7,72.8,84.4,63.8,26.0,21.7
41011,16.3,71.1,60.5,51.5,83.8,67.8,84.6,63.4,20.6,19.9
18121,14.8,75.2,56.7,60.5,82.7,69.6,83.7,60.8,20.1,18.8
54073,13.1,78.2,55.9,60.2,84.5,70.0,84.1,62.5,31.1,24.7
55007,10.9,73.8,70.1,54.0,80.4,73.0,85.3,71.0,22.7,21.3
45059,21.3,77.4,52.3,61.0,82.3,69.6,84.9,65.9,26.3,25.2
17175,15.3,73.5,61.0,55.9,83.2,68.1,82.6,61.9,25.6,20.9
24005,12.1,79.2,66.3,60.2,89.6,75.8,87.5,67.8,28.0,26.9
41007,15.1,69.5,62.9,50.2,84.8,71.7,86.0,61.5,21.3,21.3
28013,24.7,75.4,46.0,65.5,83.6,63.6,83.9,56.9,23.3,20.1
48049,28.7,72.1,56.0,57.1,82.8,68.4,82.2,58.4,19.3,18.4
45057,18.6,78.2,65.0,58.9,83.9,73.1,85.9,67.1,29.7,29.9
44005,9.1,80.9,77.0,55.3,88.4,76.7,88.8,74.4,23.6,22.7
16001,17.4,70.2,68.4,51.4,81.9,68.8,83.5,65.6,30.8,25.6
22031,17.7,79.9,49.8,62.2,85.5,73.5,84.7,62.3,18.4,17.3
47129,23.2,73.9,47.6,61.1,82.6,67.0,80.7,58.3,19.6,17.7
26101,13.7,76.0,65.5,55.8,86.4,72.6,85.7,67.5,25.2,22.3
48437,39.5,70.9,46.0,59.3,81.0,66.0,79.3,51.6,15.5,15.4
30073,13.2,68.0,62.1,53.0,80.3,66.8,83.4,55.7,23.9,22.7
27157,11.6,69.9,71.5,55.2,82.6,76.2,86.5,67.0,25.0,27.1
41041,16.0,70.2,61.5,51.0,84.3,67.9,85.8,64.2,19.7,22.2
39139,14.5,76.1,60.8,60.7,81.9,74.6,84.0,59.3,21.9,22.0
26121,14.4,78.2,67.9,57.8,87.0,75.1,87.1,71.5,24.3,25.7
18027,17.7,74.4,57.7,60.2,81.3,68.4,83.0,56.2,18.6,17.5
13141,33.5,78.2,42.8,64.4,85.4,75.1,83.7,55.7,16.5,18.6
54083,13.7,78.3,52.5,60.8,83.9,69.6,83.5,62.7,29.5,22.9
31173,19.8,70.2,59.0,60.1,79.3,68.8,80.9,55.0,19.6,23.2
37041,19.5,78.2,56.6,59.8,85.9,76.0,85.5,63.2,25.4,28.1
19107,11.1,75.6,63.2,56.6,82.6,72.7,84.3,65.1,26.5,23.8
12009,22.7,73.8,62.8,55.6,85.1,74.3,84.0,69.4,24.3,22.5
29181,21.7,71.9,49.4,61.6,79.0,63.9,80.7,57.7,22.8,22.7
20173,19.3,74.1,65.6,56.6,83.0,71.5,83.9,62.0,25.3,24.7
48493,30.6,72.0,59.7,56.0,83.8,71.8,83.3,59.3,18.9,18.5
21039,12.5,80.0,54.2,61.8,87.9,70.1,82.8,63.3,26.9,24.8
48261,56.6,68.4,39.1,58.7,76.9,65.8,76.5,45.7,12.0,10.7
8081,19.6,65.1,60.3,49.5,82.6,63.2,83.0,61.9,21.6,21.0
6077,20.0,68.2,58.5,50.3,84.6,70.4,82.1,65.0,21.0,23.8
21227,11.2,80.9,60.6,62.6,89.9,72.7,84.5,62.4,29.9,24.1
28003,20.9,74.7,52.1,63.6,83.2,61.3,82.7,58.6,25.3,20.1
27093,12.3,69.7,74.8,56.1,82.8,76.3,85.9,68.5,25.4,27.4
42003,9.6,78.7,67.4,57.3,86.8,75.6,85.8,68.8,31.8,27.0
27073,12.1,70.3,71.6,54.9,82.6,73.3,85.6,65.2,24.7,25.6
37093,22.4,78.2,59.5,59.8,86.1,76.6,85.7,62.9,25.8,25.4
13269,29.4,76.8,48.9,63.1,84.1,72.7,82.5,57.5,18.3,19.9
55115,12.8,73.6,69.2,54.2,78.9,70.3,83.8,67.7,21.1,19.4
29221,20.7,72.9,52.1,60.2,79.9,64.6,81.7,57.6,22.9,23.3
18091,16.7,74.5,56.0,62.2,83.4,67.8,83.8,60.0,19.5,19.4
42113,12.8,76.1,61.9,57.2,83.1,70.4,83.4,65.1,24.3,24.3
16055,18.4,68.8,65.9,51.6,80.6,64.2,83.2,63.6,23.4,21.1
18001,16.8,73.1,60.7,60.0,82.1,68.2,82.4,58.7,18.6,17.8
21193,13.2,81.0,53.2,62.4,87.4,68.3,81.6,61.1,23.8,23.1
47141,19.7,75.4,57.4,60.6,85.1,70.6,84.1,60.8,22.2,19.5
26007,12.6,76.1,66.7,55.9,86.0,72.1,85.4,67.9,25.4,23.3
29117,17.5,74.0,57.7,60.2,82.0,68.9,83.7,63.5,25.3,25.2
37187,23.7,78.8,53.1,61.6,85.7,75.0,84.8,61.9,24.8,25.2
19171,13.6,76.3,65.9,58.2,83.0,72.6,84.0,63.0,26.8,23.9
40053,17.7,75.3,60.9,57.0,83.8,69.5,83.8,57.8,27.6,26.7
51041,13.4,78.2,72.3,59.7,88.5,77.8,88.3,68.4,28.4,30.8
22061,15.3,81.4,55.5,63.6,86.6,76.3,85.9,64.2,18.2,18.7
39145,14.4,76.1,58.2,61.1,80.8,67.1,82.5,58.6,22.8,20.7
32033,20.4,68.0,58.9,53.6,82.1,63.4,83.3,57.6,25.6,23.4
47175,23.2,74.0,48.2,60.7,82.7,67.6,81.0,59.0,19.2,17.3
39115,14.9,76.0,53.6,60.3,80.5,68.4,82.7,58.4,22.9,20.7
26079,14.5,75.1,62.3,54.7,85.1,71.2,84.5,64.0,23.6,22.6
36047,18.6,77.8,64.3,58.4,88.3,78.8,83.3,60.8,15.2,15.4
33017,12.0,74.0,65.9,55.4,84.9,75.4,86.3,67.5,21.2,26.4
26057,15.0,75.8,62.1,55.8,86.1,70.3,84.7,65.5,24.4,22.3
56007,24.6,62.9,58.5,53.4,81.4,62.7,83.6,53.5,20.9,20.3
51775,12.9,77.0,69.4,58.1,86.4,74.6,86.3,66.8,28.8,28.5
53075,12.3,66.3,65.3,51.1,80.1,62.9,80.9,61.3,22.8,22.0
10003,15.2,78.7,67.4,58.5,87.1,79.4,86.2,65.2,24.9,27.7
46033,13.8,71.6,68.8,56.6,79.5,76.2,86.5,62.0,22.7,22.3
17111,15.3,75.3,71.0,54.6,86.0,73.0,85.8,64.5,32.2,26.3
20121,13.6,71.4,67.5,56.3,84.1,69.6,85.1,60.8,24.8,24.9
49049,15.1,67.7,73.6,47.0,80.7,68.7,79.6,63.1,24.9,20.5
29103,18.5,72.9,54.9,60.0,80.9,65.8,82.9,61.6,24.2,24.0
21049,11.2,80.4,56.3,61.5,89.0,71.9,84.8,65.9,28.3,25.2
37127,21.1,78.7,59.6,60.3,86.4,77.4,86.6,64.7,28.0,27.1
48325,34.7,71.4,57.1,56.6,83.4,69.9,83.4,56.4,17.7,18.8
35017,18.5,64.3,63.8,54.0,80.7,63.6,82.4,54.0,18.0,18.4
5091,17.0,78.4,52.1,62.3,83.6,70.6,83.7,59.8,19.9,16.9
17041,18.0,73.0,61.6,55.2,83.2,68.7,82.8,62.2,25.8,21.3
51159,19.3,77.7,59.9,62.2,85.3,75.2,85.1,61.1,26.3,23.9
51043,13.3,76.3,72.1,57.8,86.4,74.1,86.3,64.8,27.9,29.1
27029,13.6,69.7,65.2,56.0,81.1,73.7,83.7,65.5,21.8,24.7
45087,21.4,78.6,52.8,61.2,82.3,74.1,84.3,64.1,26.8,25.2
27123,13.3,70.8,70.5,55.6,84.2,76.0,82.8,67.0,30.9,29.0
53041,15.7,66.6,59.5,50.8,80.0,63.7,82.1,63.2,22.4,22.3
22017,17.0,79.8,53.2,62.6,86.7,73.4,85.4,61.3,16.8,18.0
48109,47.6,69.9,40.5,59.3,79.7,66.3,77.4,46.0,13.3,13.9
21143,11.7,80.5,57.6,61.6,88.8,72.8,84.4,66.4,27.2,26.4
21237,15.1,78.7,46.0,63.8,85.9,64.5,79.6,56.6,23.7,21.3
48373,31.0,70.1,50.9,57.5,81.2,67.5,81.1,56.4,18.0,17.5
37161,19.9,75.6,60.4,58.0,84.1,72.8,84.3,64.8,26.7,27.2
25021,8.1,77.7,76.8,54.2,88.7,80.3,87.5,71.3,26.9,23.3
36057,17.0,78.3,59.5,57.7,85.1,75.7,84.8,63.5,16.4,19.0
18057,9.3,77.9,75.6,57.9,87.2,76.3,88.0,69.4,24.1,24.8
20185,19.6,72.2,61.2,56.5,82.3,68.4,83.2,58.0,24.6,22.9
13033,27.3,77.4,50.4,62.8,85.6,74.6,83.9,59.5,18.8,21.2
48339,25.5,71.9,62.6,58.3,84.4,71.3,83.2,62.3,21.3,20.8
29031,16.1,74.7,64.6,61.3,83.1,69.2,85.1,65.1,26.9,26.5
1019,18.0,74.3,55.8,61.0,84.6,71.0,83.8,62.3,26.0,24.2
29211,25.7,72.9,51.7,60.5,81.4,66.0,82.7,59.2,24.3,23.9
48343,26.8,73.4,53.9,59.9,82.7,70.4,82.6,59.2,17.9,17.8
28049,21.2,81.7,54.4,68.5,88.1,72.3,88.1,62.7,26.4,23.8
21207,13.3,79.9,52.0,61.7,87.7,68.3,81.9,61.1,25.9,23.9
6005,14.2,69.0,64.4,50.3,84.9,73.1,84.6,68.6,23.4,25.9
47163,18.2,75.6,56.1,59.3,84.4,69.0,84.1,64.7,23.7,19.2
55109,9.6,73.2,75.5,52.3,81.0,75.8,87.2,72.6,24.4,22.3
31037,32.9,66.3,59.8,58.2,79.4,68.1,82.0,56.7,20.4,23.6
29115,18.2,72.3,55.9,59.8,81.4,66.6,83.7,62.5,26.8,24.4
21027,12.6,79.7,56.6,62.2,87.8,69.7,83.4,63.5,27.7,25.0
13003,38.1,73.0,47.4,60.9,82.5,72.0,81.2,55.1,17.5,20.0
36101,11.9,78.0,60.8,56.8,85.1,73.8,85.1,65.9,20.1,18.2
48407,29.4,71.7,48.3,58.2,81.5,67.4,80.5,55.6,17.5,16.5
48217,28.9,71.4,54.0,57.6,82.5,67.9,81.9,59.5,19.0,17.9
1107,21.7,77.1,53.1,64.6,86.3,74.9,85.0,63.8,23.2,22.8
22051,18.2,79.4,59.6,58.9,87.2,78.1,86.4,64.0,19.7,20.6
48403,25.0,71.9,51.5,59.2,81.1,66.1,80.3,56.5,17.7,17.1
31131,18.0,68.9,66.7,57.2,81.2,66.3,82.8,61.8,23.9,22.3
12075,27.1,74.3,47.0,56.9,82.9,68.8,81.2,56.2,18.4,19.3
51079,14.2,76.5,68.6,58.5,85.8,74.2,85.9,63.2,27.2,28.4
48029,33.8,73.9,58.6,57.7,84.3,71.9,81.6,61.1,18.6,18.8
5117,16.4,77.0,54.0,61.0,82.6,69.2,82.9,59.2,20.4,19.0
56001,17.1,67.8,69.4,54.7,83.5,67.2,84.2,52.7,24.9,24.9
55063,10.6,74.7,73.5,54.1,80.2,71.8,84.6,73.4,21.2,22.5
16085,17.3,66.7,69.0,50.7,80.9,65.0,84.2,64.9,26.0,21.9
5061,20.3,78.6,53.4,62.3,83.5,68.6,83.2,56.7,18.7,17.1
19161,11.1,76.3,68.5,57.6,83.0,71.7,85.0,64.2,25.9,24.0
17031,21.1,74.5,64.4,54.2,86.5,75.7,82.7,61.9,22.4,21.6
32017,16.4,68.8,60.8,52.1,82.9,63.2,83.6,59.7,26.6,23.8
18173,11.6,75.9,64.1,59.1,84.8,71.9,86.2,64.1,21.1,21.3
48231,27.5,72.1,54.4,58.4,82.5,68.5,81.8,57.8,18.8,18.2
13069,31.2,75.0,52.0,61.7,84.2,73.8,83.3,58.8,19.8,21.7
22011,15.7,78.6,53.4,59.6,85.0,72.4,84.9,63.1,19.6,20.5
42049,12.3,78.0,64.8,57.7,83.6,72.3,83.4,66.5,25.3,26.8
13229,26.0,74.4,55.0,59.7,83.6,73.4,82.8,59.2,20.8,23.8
54019,14.3,77.7,50.4,61.0,83.7,71.6,83.4,61.5,27.9,25.6
20203,22.4,72.6,66.2,55.5,83.7,70.6,84.8,60.1,23.7,21.8
55027,13.5,73.0,67.0,54.3,79.4,72.9,85.3,70.1,21.6,19.5
55079,16.5,76.2,67.2,58.6,81.6,75.1,85.0,68.9,21.5,18.8
54053,13.1,79.6,50.1,61.7,84.5,70.4,83.8,61.4,32.2,25.6
19137,12.1,75.7,63.1,58.5,82.6,71.9,83.6,62.7,27.3,25.9
27167,11.1,70.3,71.9,54.0,83.0,74.6,85.8,67.6,25.5,26.9
4025,18.7,70.0,60.8,52.9,82.8,67.0,83.3,60.5,19.3,18.8
12017,23.4,73.8,56.5,56.6,83.8,70.1,81.9,60.8,27.1,23.3
29169,19.1,73.8,56.2,60.4,83.5,70.5,84.7,64.0,26.0,26.4
13171,23.4,77.1,56.0,60.5,85.9,74.4,84.9,61.8,20.6,23.3
8023,32.2,65.5,49.8,52.9,81.6,60.1,80.2,50.2,17.0,16.7
47065,18.8,75.1,58.4,60.1,86.4,76.1,86.7,66.0,23.7,21.9
29021,19.8,74.1,56.8,59.9,82.5,68.5,84.1,61.7,23.5,24.5
49043,13.2,67.4,76.9,48.3,82.3,73.6,85.8,69.4,29.5,23.5
31059,16.5,68.8,66.1,57.5,80.9,69.4,84.1,61.2,23.6,23.6
19191,9.4,76.2,68.3,57.2,83.8,73.5,85.7,66.7,31.7,25.2
27031,10.1,71.6,72.3,55.2,83.9,76.1,86.9,69.0,25.3,27.5
22095,17.8,81.6,54.1,62.9,87.8,77.1,87.2,60.0,19.2,18.1
56045,19.2,64.7,62.2,53.3,81.6,60.7,82.8,51.9,23.7,18.5
51117,17.1,78.5,56.9,62.4,85.6,73.7,84.8,63.6,26.0,27.0
21071,13.7,79.5,51.4,64.2,86.8,67.8,81.2,61.9,25.6,22.3
21179,10.1,81.3,63.3,61.5,89.6,74.1,85.8,67.2,27.9,26.2
38067,11.8,68.5,61.2,55.8,81.1,72.2,83.5,60.7,26.9,24.8
13207,21.8,75.9,59.5,59.6,86.1,75.9,85.4,62.7,22.4,25.2
27095,13.1,69.7,60.4,55.3,81.5,73.5,84.3,67.1,25.8,25.1
5027,18.0,79.4,50.4,64.3,83.7,72.3,83.6,58.6,19.2,17.3
37149,17.0,75.8,68.4,55.6,85.8,74.6,86.5,67.0,29.4,29.7
37105,24.0,76.7,60.2,58.5,85.6,74.7,85.4,63.5,27.2,27.1
6079,13.3,70.6,68.0,51.2,86.2,71.1,84.7,67.8,23.3,23.5
31011,15.6,70.9,63.1,57.9,81.2,70.5,84.0,64.3,23.6,23.1
54017,13.6,78.1,53.5,60.6,84.1,71.4,84.1,65.1,32.4,25.7
45015,18.2,78.7,61.6,58.0,84.8,74.8,85.7,70.7,28.1,27.9
12041,26.2,70.0,48.6,55.7,82.6,69.2,81.0,58.5,21.1,21.4
26123,15.1,75.0,65.6,55.4,85.7,72.1,84.2,66.2,22.9,23.9
20091,11.7,76.1,77.0,55.6,87.7,73.7,87.1,69.2,30.0,29.8
2110,11.9,65.0,72.6,47.7,81.1,64.1,85.1,63.1,21.7,21.7
16007,19.9,68.1,64.5,52.2,79.2,62.6,82.0,60.2,22.4,20.1
18113,17.2,74.0,59.2,58.3,82.7,69.2,84.6,61.0,20.1,18.0
48077,22.0,71.8,57.1,56.4,82.9,69.7,82.3,60.6,19.1,17.6
51021,14.1,75.7,68.5,58.4,84.6,74.2,86.0,65.9,27.6,27.9
23011,15.4,73.5,62.9,50.4,84.1,75.8,87.0,69.1,24.3,20.5
55093,10.6,73.9,71.6,53.0,80.3,73.0,85.6,71.3,22.3,20.3
31171,15.4,68.7,65.9,56.8,81.8,69.7,84.5,61.0,24.0,24.0
6015,18.4,67.9,57.0,52.3,83.3,69.5,81.9,62.6,21.3,22.2
28121,16.7,77.8,63.8,64.1,86.5,67.4,87.5,68.3,27.8,22.3
13305,27.6,75.1,53.8,60.2,84.2,74.3,83.4,60.3,21.6,24.4
17149,15.6,73.0,60.1,56.4,82.9,68.9,82.4,62.4,25.2,20.3
51099,12.5,78.5,70.3,58.2,87.4,76.0,87.6,66.2,27.9,28.4
20027,14.8,73.1,64.6,55.6,82.7,70.2,85.0,59.7,26.5,22.8
17183,18.3,74.8,56.4,58.2,83.6,69.9,82.3,61.0,24.3,20.4
46117,11.6,72.7,73.9,54.5,81.1,76.6,87.7,67.8,24.4,24.2
21165,13.6,78.9,50.7,62.7,87.1,68.7,82.4,61.2,25.3,23.2
13181,24.8,76.5,54.6,61.0,85.2,76.0,84.1,59.4,22.0,22.5
28047,20.6,76.3,55.4,64.3,85.2,64.0,85.3,59.4,25.3,22.2
44003,9.8,82.9,70.0,59.2,87.8,78.3,87.9,72.9,24.4,24.7
54037,12.2,78.7,60.2,60.2,86.8,74.8,86.2,66.2,36.7,28.8
47055,20.2,75.2,53.4,61.3,85.1,70.3,83.7,61.6,21.2,18.9
39075,17.0,73.3,56.7,57.0,79.4,69.5,82.3,55.9,22.5,21.6
17095,17.6,73.5,58.5,57.4,83.3,68.2,82.4,60.8,24.3,20.5
28027,26.5,80.6,41.0,70.6,85.9,65.2,84.5,55.7,21.2,16.6
39021,12.4,75.6,63.4,58.0,82.4,71.7,85.2,63.7,25.2,23.1
40131,16.3,75.6,60.9,57.1,84.0,68.4,83.5,58.9,28.3,27.5
41065,19.3,70.9,61.0,51.2,84.4,68.5,85.3,62.4,20.8,20.2
13283,29.5,75.6,51.4,62.4,83.5,74.7,83.3,58.9,19.4,21.6
36029,11.6,82.3,69.1,58.9,87.4,78.7,86.7,64.9,17.5,19.0
17085,14.1,73.7,66.5,55.0,84.2,71.6,84.5,64.2,27.7,23.3
29205,17.8,72.9,57.6,60.1,81.1,68.3,83.4,61.9,24.9,25.5
31093,15.5,68.2,65.2,57.4,81.1,68.1,83.8,62.7,25.3,22.5
13209,26.8,76.1,55.8,60.8,84.8,75.4,84.1,59.0,20.0,21.7
48181,24.8,72.2,57.0,57.8,83.0,69.6,82.6,59.8,20.2,18.7
54081,13.9,78.7,52.7,62.3,84.8,70.3,84.2,64.8,31.7,24.9
37095,25.4,75.8,56.5,59.4,84.1,75.1,84.3,62.7,25.7,26.0
35028,7.9,68.0,77.9,50.9,85.5,69.8,87.2,67.4,27.4,23.1
40083,18.3,76.1,58.8,58.7,83.9,71.2,84.2,59.5,26.5,26.0
24045,13.6,77.2,57.7,61.0,87.1,78.1,85.8,65.9,24.9,24.3
45067,24.2,80.1,50.4,62.8,83.0,73.5,84.3,62.2,24.7,22.5
39131,15.1,75.0,54.9,59.4,80.2,72.2,83.1,58.8,24.5,22.9
38097,10.6,68.8,67.6,56.2,82.4,75.1,85.4,63.3,25.9,27.5
28091,23.8,76.7,46.2,65.3,83.5,63.6,82.8,55.1,23.2,17.4
48057,37.4,71.4,53.4,57.9,82.3,69.7,81.2,56.0,17.9,17.4
21047,14.0,82.2,58.7,63.3,89.1,75.2,84.7,66.2,25.3,26.4
24031,12.3,76.0,73.5,56.4,89.9,76.5,86.5,67.8,28.9,28.8
16079,22.7,67.1,55.4,52.1,76.8,59.9,79.9,57.1,23.0,19.3
39085,11.9,75.5,65.1,57.1,83.9,73.1,86.0,62.3,26.3,24.5
48287,30.2,71.8,54.8,57.8,82.8,68.2,82.3,57.7,18.0,18.2
36123,12.5,77.5,68.4,56.3,85.2,73.0,82.1,64.8,23.0,19.4
30093,13.9,70.5,62.7,53.5,80.1,65.1,82.8,54.9,22.6,22.1
30029,12.8,68.8,64.8,51.7,81.0,73.3,84.6,60.2,26.6,26.4
53051,13.4,65.3,64.2,51.3,80.2,63.2,82.3,63.9,21.2,22.6
47089,19.5,74.9,56.5,59.7,84.9,69.3,83.5,61.4,23.9,18.5
48253,35.0,70.4,49.3,58.0,81.3,66.5,80.7,56.0,17.3,16.8
17169,15.7,73.2,61.4,56.2,83.2,69.6,82.9,62.3,25.8,21.6
21093,11.3,81.0,61.6,61.7,90.1,70.3,86.0,67.5,32.2,27.8
20165,15.9,72.2,64.4,56.4,82.5,68.2,83.8,60.3,24.7,23.3
45003,19.7,79.0,61.2,60.2,84.1,72.2,85.2,65.9,32.7,25.6
22085,16.8,78.8,52.3,60.5,85.0,73.0,84.5,61.6,18.6,18.6
15003,11.2,78.9,73.5,54.2,83.2,80.3,84.5,68.2,20.4,23.5
31181,17.3,68.4,62.9,58.6,80.6,67.7,83.2,55.6,22.2,22.5
6053,22.8,68.5,62.0,51.2,83.8,71.8,82.6,63.1,21.5,22.4
18019,14.4,74.7,62.0,61.0,84.1,72.5,85.6,62.8,22.1,20.2
49009,15.7,68.1,70.6,47.9,80.0,68.3,83.4,64.6,24.5,21.4
4001,20.1,71.2,49.8,53.2,80.2,56.5,76.4,43.8,13.9,11.5
28037,21.1,77.5,48.5,65.6,84.7,65.3,85.4,58.3,25.9,19.7
17055,16.1,73.3,60.7,56.6,82.6,68.6,82.1,60.4,25.2,20.2
19097,11.1,75.9,66.6,57.6,82.4,73.3,84.2,65.2,25.6,24.1
35057,21.1,64.3,55.5,54.2,78.8,63.8,80.4,55.7,19.1,17.7
53031,11.1,67.0,71.8,49.6,81.9,65.9,84.2,64.6,25.9,22.7
27021,12.4,70.0,66.5,55.2,81.6,73.9,84.3,67.3,23.8,27.2
42083,12.8,76.3,61.2,58.5,83.0,69.9,82.7,63.2,23.7,24.1
47153,20.8,74.4,56.0,60.2,84.1,68.0,82.8,62.1,22.5,18.9
13013,25.6,75.8,56.4,59.0,85.5,75.9,84.3,61.7,21.7,22.2
22003,17.5,78.3,48.7,60.3,84.7,71.8,84.2,61.2,18.5,18.1
17105,17.1,73.7,62.1,56.4,83.2,69.1,83.0,62.9,25.3,21.7
26065,13.1,76.7,71.2,56.8,87.4,72.3,84.9,68.1,31.8,24.0
21009,13.1,80.1,52.0,63.3,88.0,70.0,83.0,61.6,26.2,23.9
47045,21.1,75.8,50.8,61.8,85.0,70.9,83.1,62.0,20.7,18.2
51678,13.6,77.2,65.1,60.4,85.3,73.5,84.6,62.9,25.7,26.0
39165,10.0,76.3,72.0,56.7,84.8,74.8,87.3,69.2,28.4,26.9
29213,18.7,73.2,54.5,59.7,82.0,67.2,83.5,62.0,24.6,25.0
21213,11.8,80.9,60.3,61.9,89.0,70.1,84.8,65.0,28.4,25.1
20195,14.8,72.3,66.8,55.8,82.8,69.8,84.6,60.7,25.3,23.6
18009,14.8,74.2,60.6,60.7,82.1,67.9,83.4,59.6,19.7,20.2
13261,27.9,78.6,52.8,64.0,86.1,75.2,84.6,60.0,19.9,22.9
22075,17.1,78.8,55.1,60.2,85.9,74.0,85.1,62.6,19.4,19.2
28155,20.6,75.3,50.6,63.9,83.6,64.5,84.0,59.7,25.2,19.8
26037,11.4,77.1,73.3,53.6,87.9,76.1,87.4,72.1,26.6,26.3
47183,20.3,75.2,50.7,61.7,84.5,70.9,83.3,63.5,21.2,19.2
48027,27.4,75.1,60.8,59.7,84.6,71.8,84.1,61.5,18.6,19.6
26133,14.5,75.8,61.2,56.7,85.2,71.6,83.9,65.4,23.8,21.5
56015,20.5,63.2,63.6,54.2,82.2,63.0,83.6,54.3,24.3,21.8
48317,34.8,71.2,55.1,56.3,82.9,69.8,82.3,56.8,16.9,17.6
28101,21.0,77.2,48.6,65.6,84.5,64.9,84.9,59.2,25.8,18.2
18083,14.2,74.5,58.6,60.6,82.7,70.3,83.7,60.1,19.4,19.7
42121,12.1,76.8,63.4,57.7,83.0,70.3,83.4,65.5,26.7,24.5
29095,18.4,75.5,63.4,61.3,84.6,73.2,86.3,65.4,27.7,25.1
29113,17.1,72.9,57.8,59.3,82.2,67.3,84.3,64.2,25.1,25.4
51033,15.3,78.2,66.5,59.8,86.6,76.5,86.6,66.3,26.0,27.2
28111,21.9,75.6,46.4,64.7,83.1,61.4,83.5,57.5,25.7,19.5
27137,10.7,73.1,70.3,55.0,83.4,73.9,86.2,70.1,26.6,28.7
47119,18.8,76.9,59.1,60.6,86.7,70.2,85.5,67.3,22.6,19.4
51051,17.0,74.9,54.9,59.2,82.3,68.5,81.9,57.2,23.6,24.0
48151,30.2,71.6,56.1,57.4,82.7,69.9,82.8,58.6,18.2,18.8
55025,9.9,75.5,76.6,52.0,82.7,74.5,85.6,72.5,23.4,22.1
26071,13.8,75.3,65.8,56.1,85.6,72.3,84.7,66.4,24.2,22.6
40045,20.0,74.2,56.7,58.2,82.4,69.4,82.3,56.8,26.1,24.7
51169,15.2,76.2,59.8,56.9,83.7,71.9,83.8,60.5,25.4,23.5
